"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainPhi) []","dB(RealizedGainTheta) []"
5.2,0,-180,-48.1592448688427,-14.3140016783634
5.2,0,-178,-49.0025700977838,-14.6708759121226
5.2,0,-176,-49.9622190786482,-15.0375446828394
5.2,0,-174,-51.0327060300332,-15.4052072087747
5.2,0,-172,-52.1925370906876,-15.7626647251522
5.2,0,-170,-53.3874908216434,-16.0964006276902
5.2,0,-168,-54.5067281508633,-16.3911480868672
5.2,0,-166,-55.3716787565684,-16.6311139403085
5.2,0,-164,-55.7907480036906,-16.8018583811303
5.2,0,-162,-55.6917966779791,-16.8925190529167
5.2,0,-160,-55.1871235577366,-16.8977486140554
5.2,0,-158,-54.4732487860767,-16.8186557199445
5.2,0,-156,-53.7106680062956,-16.6623609986485
5.2,0,-154,-52.9912934633821,-16.4403549205009
5.2,0,-152,-52.3566772468669,-16.166295487088
5.2,0,-150,-51.8207957147229,-15.8539480801159
5.2,0,-148,-51.384566281709,-15.5157091048398
5.2,0,-146,-51.0433980693907,-15.1618168466942
5.2,0,-144,-50.7907787362597,-14.8001256734288
5.2,0,-142,-50.619865704656,-14.436242335208
5.2,0,-140,-50.5241119521776,-14.0738439323218
5.2,0,-138,-50.497424575038,-13.7150535064495
5.2,0,-136,-50.5340882306673,-13.360803244648
5.2,0,-134,-50.6285579150401,-13.0111535675874
5.2,0,-132,-50.7751658170543,-12.665558886467
5.2,0,-130,-50.9677615785865,-12.3230819891541
5.2,0,-128,-51.1993001348098,-11.98256338044
5.2,0,-126,-51.4614025553411,-11.6427527298766
5.2,0,-124,-51.743943961512,-11.3024088809244
5.2,0,-122,-52.0347694568785,-10.9603737372059
5.2,0,-120,-52.3196966550203,-10.6156242833364
5.2,0,-118,-52.5830046672954,-10.2673062098556
5.2,0,-116,-52.8085800472355,-9.914752111366
5.2,0,-114,-52.9817265785836,-9.5574869490913
5.2,0,-112,-53.091339030357,-9.19522332091051
5.2,0,-110,-53.1318180147354,-8.82784897509049
5.2,0,-108,-53.1040107125843,-8.45540887220355
5.2,0,-106,-53.0147685431277,-8.07808390614871
5.2,0,-104,-52.8752837087663,-7.69616813122132
5.2,0,-102,-52.698827958577,-7.31004602119996
5.2,0,-100,-52.4985970687881,-6.92017093483368
5.2,0,-98,-52.2861134214608,-6.52704561030709
5.2,0,-96,-52.070301891701,-6.13120518652499
5.2,0,-94,-51.8571247345501,-5.73320297126348
5.2,0,-92,-51.6495839419306,-5.33359895627608
5.2,0,-90,-51.44792526251,-4.93295091983574
5.2,0,-88,-51.2499435185844,-4.53180785393323
5.2,0,-86,-51.0513535568646,-4.13070539824437
5.2,0,-84,-50.8462372745087,-3.7301629458356
5.2,0,-82,-50.6275979516879,-3.33068209595117
5.2,0,-80,-50.3880452014783,-2.93274615757611
5.2,0,-78,-50.1205969004234,-2.53682044579956
5.2,0,-76,-49.8195267182693,-2.14335315509563
5.2,0,-74,-49.4811291693833,-1.75277663499763
5.2,0,-72,-49.1042499716648,-1.36550893130159
5.2,0,-70,-48.6904621236451,-0.981955488178785
5.2,0,-68,-48.2438539126142,-0.602510932669858
5.2,0,-66,-47.7704982524572,-0.227560882954031
5.2,0,-64,-47.2777462366078,0.142516263976489
5.2,0,-62,-46.7735037846876,0.507347600244354
5.2,0,-60,-46.2656143272254,0.86656406014352
5.2,0,-58,-45.7614104814782,1.21979888518667
5.2,0,-56,-45.2674422100677,1.56668622711722
5.2,0,-54,-44.7893534395729,1.90685991478967
5.2,0,-52,-44.3318649382158,2.2399524107608
5.2,0,-50,-43.89882210886,2.56559398274262
5.2,0,-48,-43.4932746262027,2.88341211331252
5.2,0,-46,-43.1175649166722,3.19303116821929
5.2,0,-44,-42.7734113503363,3.49407233922543
5.2,0,-42,-42.461978654846,3.78615387181419
5.2,0,-40,-42.1839325276079,4.06889158152491
5.2,0,-38,-41.9394782059094,4.34189965551835
5.2,0,-36,-41.7283844224767,4.60479172861613
5.2,0,-34,-41.5499952132486,4.85718221591187
5.2,0,-32,-41.4032328198586,5.09868787748724
5.2,0,-30,-41.2865956849539,5.32892958509198
5.2,0,-28,-41.1981564034759,5.54753425608675
5.2,0,-26,-41.1355654785238,5.75413691663397
5.2,0,-24,-41.0960677100972,5.94838285409624
5.2,0,-22,-41.0765387300557,6.12992981782806
5.2,0,-20,-41.0735491279936,6.29845022792117
5.2,0,-18,-41.0834622090537,6.45363335284241
5.2,0,-16,-41.1025681297261,6.59518741911241
5.2,0,-14,-41.1272517090394,6.72284161903482
5.2,0,-12,-41.1541839856951,6.83634798582806
5.2,0,-10,-41.1805198653722,6.93548310917846
5.2,0,-8,-41.2040781064422,7.02004966809649
5.2,0,-6,-41.2234778454846,7.08987776191087
5.2,0,-4,-41.2382095662277,7.144826024199
5.2,0,-2,-41.248627834658,7.18478250836753
5.2,0,0,-41.2558661205946,7.2096653374205
5.2,0,2,-41.2616870183933,7.21942311414882
5.2,0,4,-41.2682905916904,7.21403509151475
5.2,0,6,-41.2781072808907,7.19351110635429
5.2,0,8,-41.2935998135644,7.15789128264404
5.2,0,10,-41.3170925516375,7.10724551343289
5.2,0,12,-41.3506391010612,7.04167273307601
5.2,0,14,-41.395931902883,6.96129999357801
5.2,0,16,-41.4542521663645,6.86628136060463
5.2,0,18,-41.5264552416671,6.7567966460156
5.2,0,20,-41.6129850798044,6.63304999457454
5.2,0,22,-41.7139112291822,6.49526834279194
5.2,0,24,-41.8289823009348,6.34369976766216
5.2,0,26,-41.9576905682827,6.17861174239645
5.2,0,28,-42.0993430983485,6.00028931518964
5.2,0,30,-42.253135456842,5.80903322566561
5.2,0,32,-42.4182245918626,5.60515797202957
5.2,0,34,-42.5937980563301,5.38898984022777
5.2,0,36,-42.7791373308878,5.1608649047066
5.2,0,38,-42.9736736855805,4.92112700880707
5.2,0,40,-43.1770357436631,4.67012573156244
5.2,0,42,-43.3890886157695,4.40821434682241
5.2,0,44,-43.6099650696255,4.13574778033941
5.2,0,46,-43.8400896145877,3.85308057085374
5.2,0,48,-44.0801965764947,3.56056484243807
5.2,0,50,-44.3313432338945,3.25854829754772
5.2,0,52,-44.5949189442672,2.94737224352045
5.2,0,54,-44.872650993028,2.62736966984182
5.2,0,56,-45.1666077240818,2.29886339952418
5.2,0,58,-45.4791993950869,1.9621643456429
5.2,0,60,-45.8131771212842,1.61756991366741
5.2,0,62,-46.1716301386619,1.26536260197243
5.2,0,64,-46.557981266814,0.905808867108002
5.2,0,66,-46.9759796328508,0.539158337358217
5.2,0,68,-47.4296880479953,0.165643478176894
5.2,0,70,-47.9234592956747,-0.214520163380188
5.2,0,72,-48.4618899553914,-0.601132980716899
5.2,0,74,-49.0497304312006,-0.994009410121735
5.2,0,76,-49.6917123787383,-1.39297489125893
5.2,0,78,-50.3922242443655,-1.79786142255547
5.2,0,80,-51.1547133434078,-2.20850140289158
5.2,0,82,-51.980606923777,-2.62471940179297
5.2,0,84,-52.8674170725314,-3.04632144915145
5.2,0,86,-53.805553180279,-3.47308138597686
5.2,0,88,-54.7733778849883,-3.90472377629503
5.2,0,90,-55.7307507777308,-4.34090285799194
5.2,0,92,-56.6138373503414,-4.78117702473367
5.2,0,94,-57.3389085156754,-5.2249784090666
5.2,0,96,-57.82527591336,-5.67157731811415
5.2,0,98,-58.0342206897873,-6.12004161336202
5.2,0,100,-57.9945186384501,-6.56919169737159
5.2,0,102,-57.7881673538569,-7.01755265910664
5.2,0,104,-57.5119692099639,-7.46330642275963
5.2,0,106,-57.2487725300503,-7.90424849981603
5.2,0,108,-57.0594978670829,-8.33775613266848
5.2,0,110,-56.9877064490558,-8.76077704124305
5.2,0,112,-57.0677130997472,-9.1698501641642
5.2,0,114,-57.3325961308867,-9.56117087723287
5.2,0,116,-57.8222079292746,-9.93071197374038
5.2,0,118,-58.5934518519201,-10.2744068888241
5.2,0,120,-59.7380291667495,-10.5883923892498
5.2,0,122,-61.4215050025723,-10.8692946914512
5.2,0,124,-63.9916972282308,-11.1145282594369
5.2,0,126,-68.3950137876902,-11.3225650029645
5.2,0,128,-78.9803983707655,-11.4931285906207
5.2,0,130,-72.244674855178,-11.6272775714522
5.2,0,132,-64.6637881314244,-11.7273610478991
5.2,0,134,-60.4110272405211,-11.796855977272
5.2,0,136,-57.4346292970591,-11.8401174977871
5.2,0,138,-55.1480376208344,-11.862086126235
5.2,0,140,-53.3036599355793,-11.8679958824514
5.2,0,142,-51.7739765215142,-11.8631177738223
5.2,0,144,-50.4848813805405,-11.8525587217606
5.2,0,146,-49.3897061730851,-11.8411219697427
5.2,0,148,-48.4573664525083,-11.8332244658398
5.2,0,150,-47.6663190707041,-11.832860650777
5.2,0,152,-47.0012186664181,-11.8435999247805
5.2,0,154,-46.4509480547094,-11.8686055462163
5.2,0,156,-46.0074006578757,-11.9106645493409
5.2,0,158,-45.6647000960487,-11.9722204860674
5.2,0,160,-45.4186874744352,-12.0554028011078
5.2,0,162,-45.2665805234453,-12.1620481477852
5.2,0,164,-45.206748076742,-12.2937098446291
5.2,0,166,-45.2385652116478,-12.4516519646106
5.2,0,168,-45.3623265871174,-12.636824288104
5.2,0,170,-45.5792016857392,-12.8498136088888
5.2,0,172,-45.8912169237756,-13.0907657699443
5.2,0,174,-46.3012449766754,-13.3592715315154
5.2,0,176,-46.8129673533876,-13.6542083682525
5.2,0,178,-47.4307431277651,-13.9735304181425
5.2,0,180,-48.1592448688427,-14.3140016783634
5.2,90.0000000000002,-180,-14.3140016783634,-48.159244868844
5.2,90.0000000000002,-178,-14.2833222962302,-39.8553477012691
5.2,90.0000000000002,-176,-14.2427641504287,-35.6359165317857
5.2,90.0000000000002,-174,-14.1920122657791,-32.8178212121244
5.2,90.0000000000002,-172,-14.1300747851211,-30.7139176981122
5.2,90.0000000000002,-170,-14.0554156674203,-29.0467377833054
5.2,90.0000000000002,-168,-13.9661353161051,-27.676599178937
5.2,90.0000000000002,-166,-13.8601874956349,-26.523240621317
5.2,90.0000000000002,-164,-13.7356155619732,-25.5362405457743
5.2,90.0000000000002,-162,-13.5907855065106,-24.6818012968912
5.2,90.0000000000002,-160,-13.4245898252812,-23.9361139415568
5.2,90.0000000000002,-158,-13.2365970305313,-23.2817273334515
5.2,90.0000000000002,-156,-13.0271279079038,-22.7054248422653
5.2,90.0000000000002,-154,-12.7972506703648,-22.1969154607877
5.2,90.0000000000002,-152,-12.5487003262602,-21.7479915311785
5.2,90.0000000000002,-150,-12.283739273901,-21.3519670885684
5.2,90.0000000000002,-148,-12.004983322604,-21.0032919221032
5.2,90.0000000000002,-146,-11.7152187203078,-20.6972794944338
5.2,90.0000000000002,-144,-11.4172320346925,-20.4299108242834
5.2,90.0000000000002,-142,-11.1136679240004,-20.1976903381837
5.2,90.0000000000002,-140,-10.806922284762,-19.9975380547244
5.2,90.0000000000002,-138,-10.4990717782484,-19.8267076493312
5.2,90.0000000000002,-136,-10.1918362279916,-19.682723255955
5.2,90.0000000000002,-134,-9.88656795684159,-19.5633300282213
5.2,90.0000000000002,-132,-9.58426140612651,-19.4664549355971
5.2,90.0000000000002,-130,-9.28557678188993,-19.3901752677765
5.2,90.0000000000002,-128,-8.99087246857442,-19.3326930215339
5.2,90.0000000000002,-126,-8.70024213863572,-19.2923138485722
5.2,90.0000000000002,-124,-8.41355361871405,-19.2674296142622
5.2,90.0000000000002,-122,-8.13048752520064,-19.2565038969579
5.2,90.0000000000002,-120,-7.85057441543873,-19.2580599726498
5.2,90.0000000000002,-118,-7.57322972577575,-19.2706709974557
5.2,90.0000000000002,-116,-7.29778611780914,-19.2929522317983
5.2,90.0000000000002,-114,-7.02352306991156,-19.323555251621
5.2,90.0000000000002,-112,-6.74969367105333,-19.3611641670911
5.2,90.0000000000002,-110,-6.4755486308408,-19.404493919223
5.2,90.0000000000002,-108,-6.20035753943504,-19.4522907496019
5.2,90.0000000000002,-106,-5.92342741285235,-19.5033349370449
5.2,90.0000000000002,-104,-5.64411855650587,-19.556445866696
5.2,90.0000000000002,-102,-5.36185778127237,-19.6104894414625
5.2,90.0000000000002,-100,-5.07614901642157,-19.66438776409
5.2,90.0000000000002,-98,-4.78658138381433,-19.7171309139188
5.2,90.0000000000002,-96,-4.49283482683192,-19.7677905216336
5.2,90.0000000000002,-94,-4.19468342282523,-19.8155347173015
5.2,90.0000000000002,-92,-3.89199654575948,-19.8596439036964
5.2,90.0000000000002,-90,-3.58473808213944,-19.8995267022766
5.2,90.0000000000002,-88,-3.27296393445007,-19.9347353476232
5.2,90.0000000000002,-86,-2.95681806917838,-19.9649797804959
5.2,90.0000000000002,-84,-2.63652737897469,-19.9901397189584
5.2,90.0000000000002,-82,-2.31239562982949,-20.0102740745818
5.2,90.0000000000002,-80,-1.98479675460954,-20.0256272228649
5.2,90.0000000000002,-78,-1.65416773523022,-20.0366318230115
5.2,90.0000000000002,-76,-1.3210012891932,-20.0439080955379
5.2,90.0000000000002,-74,-0.985838544653689,-20.0482596868631
5.2,90.0000000000002,-72,-0.649261854179013,-20.050666457691
5.2,90.0000000000002,-70,-0.31188786332552,-20.0522747089542
5.2,90.0000000000002,-68,0.02563908186588,-20.0543854928934
5.2,90.0000000000002,-66,0.362653132841513,-20.0584417416819
5.2,90.0000000000002,-64,0.69847271032248,-20.0660149828747
5.2,90.0000000000002,-62,1.03240583725271,-20.0787924068328
5.2,90.0000000000002,-60,1.36375503431628,-20.0985650173637
5.2,90.0000000000002,-58,1.69182178897272,-20.1272175467999
5.2,90.0000000000002,-56,2.01591061465227,-20.1667207649622
5.2,90.0000000000002,-54,2.33533271942501,-20.2191267718211
5.2,90.0000000000002,-52,2.64940930398566,-20.2865678491439
5.2,90.0000000000002,-50,2.95747450801458,-20.3712594692699
5.2,90.0000000000002,-48,3.25887802262119,-20.4755081320113
5.2,90.0000000000002,-46,3.55298738523282,-20.601724838232
5.2,90.0000000000002,-44,3.83918997237954,-20.7524452303009
5.2,90.0000000000002,-42,4.11689470558813,-20.9303577632382
5.2,90.0000000000002,-40,4.38553348611989,-21.1383417578957
5.2,90.0000000000002,-38,4.64456237551509,-21.3795178936308
5.2,90.0000000000002,-36,4.89346254067903,-21.6573147238411
5.2,90.0000000000002,-34,5.13174098432833,-21.9755563042176
5.2,90.0000000000002,-32,5.35893108373798,-22.3385782702193
5.2,90.0000000000002,-30,5.57459296261484,-22.7513831144729
5.2,90.0000000000002,-28,5.77831372231766,-23.2198507161883
5.2,90.0000000000002,-26,5.96970755934311,-23.7510286058575
5.2,90.0000000000002,-24,6.14841579586087,-24.35354021509
5.2,90.0000000000002,-22,6.31410684904053,-25.0381724956232
5.2,90.0000000000002,-20,6.46647616297797,-25.8187443923669
5.2,90.0000000000002,-18,6.60524612427986,-26.7134294647507
5.2,90.0000000000002,-16,6.73016597894503,-27.7468386877514
5.2,90.0000000000002,-14,6.84101176428149,-28.953420831386
5.2,90.0000000000002,-12,6.93758626544175,-30.3832114861786
5.2,90.0000000000002,-10,7.01971900198,-32.1117484395789
5.2,90.0000000000002,-8,7.08726624586309,-34.2562298155185
5.2,90.0000000000002,-6,7.14011106880923,-36.9886238622401
5.2,90.0000000000002,-4,7.17816341385205,-40.3965724238361
5.2,90.0000000000002,-2,7.20136018375715,-43.0335646031835
5.2,90.0000000000002,0,7.2096653374205,-41.2558661205893
5.2,90.0000000000002,2,7.20306998466741,-37.8262646665909
5.2,90.0000000000002,4,7.18159246990852,-34.9891126006545
5.2,90.0000000000002,6,7.14527843580956,-32.7806704413354
5.2,90.0000000000002,8,7.09420085937225,-31.0206864538459
5.2,90.0000000000002,10,7.02846005445604,-29.5791057441777
5.2,90.0000000000002,12,6.94818363663121,-28.3719476441554
5.2,90.0000000000002,14,6.85352644817818,-27.34388923106
5.2,90.0000000000002,16,6.74467044287892,-26.4570593004145
5.2,90.0000000000002,18,6.62182453184554,-25.684533308333
5.2,90.0000000000002,20,6.48522439288466,-25.0065151864063
5.2,90.0000000000002,22,6.33513224671904,-24.4080209303139
5.2,90.0000000000002,24,6.17183660372558,-23.8774218470829
5.2,90.0000000000002,26,5.99565198467667,-23.4054967888827
5.2,90.0000000000002,28,5.80691861828874,-22.9847961718207
5.2,90.0000000000002,30,5.60600211720956,-22.6092030730033
5.2,90.0000000000002,32,5.39329313244541,-22.2736224484693
5.2,90.0000000000002,34,5.16920698418127,-21.9737557435195
5.2,90.0000000000002,36,4.93418326451881,-21.7059336987899
5.2,90.0000000000002,38,4.68868540488166,-21.4669896366489
5.2,90.0000000000002,40,4.43320019773826,-21.2541614645331
5.2,90.0000000000002,42,4.16823725888615,-21.065014463893
5.2,90.0000000000002,44,3.89432841283776,-20.8973794557476
5.2,90.0000000000002,46,3.61202697986079,-20.749302625175
5.2,90.0000000000002,48,3.32190693898074,-20.6190044377847
5.2,90.0000000000002,50,3.02456193680241,-20.5048458721534
5.2,90.0000000000002,52,2.72060410744289,-20.4053007387891
5.2,90.0000000000002,54,2.41066266434052,-20.3189332337908
5.2,90.0000000000002,56,2.09538222043168,-20.2443801341118
5.2,90.0000000000002,58,1.77542078947287,-20.1803372148131
5.2,90.0000000000002,60,1.45144741851741,-20.1255495794859
5.2,90.0000000000002,62,1.12413940021139,-20.0788056580712
5.2,90.0000000000002,64,0.794179014204702,-20.0389346514658
5.2,90.0000000000002,66,0.462249750183812,-20.0048071961018
5.2,90.0000000000002,68,0.129031971448067,-19.9753389889575
5.2,90.0000000000002,70,-0.20480201183966,-19.9494970586193
5.2,90.0000000000002,72,-0.538593476100054,-19.9263082962179
5.2,90.0000000000002,74,-0.871703421744715,-19.9048697780098
5.2,90.0000000000002,76,-1.20351928801536,-19.8843603277147
5.2,90.0000000000002,78,-1.53346219051797,-19.8640526919293
5.2,90.0000000000002,80,-1.86099459475816,-19.8433256475698
5.2,90.0000000000002,82,-2.18562830439954,-19.8216753376885
5.2,90.0000000000002,84,-2.50693260733033,-19.7987251505218
5.2,90.0000000000002,86,-2.82454238792578,-19.7742335218904
5.2,90.0000000000002,88,-3.13816598242459,-19.7480991534331
5.2,90.0000000000002,90,-3.44759252851716,-19.7203632929519
5.2,90.0000000000002,92,-3.75269854238278,-19.6912089069513
5.2,90.0000000000002,94,-4.05345344843982,-19.6609567734341
5.2,90.0000000000002,96,-4.3499237902471,-19.6300587171594
5.2,90.0000000000002,98,-4.6422758656455,-19.5990883824396
5.2,90.0000000000002,100,-4.930776554578,-19.5687300758026
5.2,90.0000000000002,102,-5.21579214210561,-19.5397663032317
5.2,90.0000000000002,104,-5.49778497885669,-19.5130646709708
5.2,90.0000000000002,106,-5.77730786250154,-19.4895648176315
5.2,90.0000000000002,108,-6.05499606224791,-19.4702660059322
5.2,90.0000000000002,110,-6.3315569390814,-19.4562159352473
5.2,90.0000000000002,112,-6.60775713315496,-19.4485012529279
5.2,90.0000000000002,114,-6.88440729286193,-19.448240154362
5.2,90.0000000000002,116,-7.16234430558782,-19.4565773786876
5.2,90.0000000000002,118,-7.44241095771861,-19.4746818365571
5.2,90.0000000000002,120,-7.72543290347474,-19.5037470537097
5.2,90.0000000000002,122,-8.01219276407529,-19.5449945828987
5.2,90.0000000000002,124,-8.30340112042612,-19.5996805293073
5.2,90.0000000000002,126,-8.59966411953259,-19.6691053531128
5.2,90.0000000000002,128,-8.90144741048081,-19.754627160182
5.2,90.0000000000002,130,-9.20903619371704,-19.8576787726973
5.2,90.0000000000002,132,-9.52249135408823,-19.9797889936654
5.2,90.0000000000002,134,-9.84160201524936,-20.1226086552751
5.2,90.0000000000002,136,-10.1658354763632,-20.2879422904918
5.2,90.0000000000002,138,-10.4942864544242,-20.4777866198779
5.2,90.0000000000002,140,-10.8256289281594,-20.6943775467535
5.2,90.0000000000002,142,-11.1580756835687,-20.9402480728807
5.2,90.0000000000002,144,-11.4893528043694,-21.2183005917193
5.2,90.0000000000002,146,-11.8166985377274,-21.5318985580003
5.2,90.0000000000002,148,-12.136897603471,-21.8849848485629
5.2,90.0000000000002,150,-12.4463621639941,-22.2822376832521
5.2,90.0000000000002,152,-12.7412681405445,-22.7292805618396
5.2,90.0000000000002,154,-13.0177492551263,-23.2329717056282
5.2,90.0000000000002,156,-13.2721407510963,-23.8018135701409
5.2,90.0000000000002,158,-13.5012514012368,-24.4465491041484
5.2,90.0000000000002,160,-13.7026293725514,-25.1810585967566
5.2,90.0000000000002,162,-13.8747795392344,-26.023760480603
5.2,90.0000000000002,164,-14.0172914298424,-26.9998996434835
5.2,90.0000000000002,166,-14.1308499268827,-28.1454960525627
5.2,90.0000000000002,168,-14.2171224254919,-29.5146444089152
5.2,90.0000000000002,170,-14.2785398538824,-31.1942764015635
5.2,90.0000000000002,172,-14.31800726456,-33.3379082009871
5.2,90.0000000000002,174,-14.3385877027264,-36.2579280397016
5.2,90.0000000000002,176,-14.3432003106855,-40.7639055278785
5.2,90.0000000000002,178,-14.3343635270744,-50.3747663414979
5.2,90.0000000000002,180,-14.3140016783634,-48.159244868844
